No,㎡単価,交通,価格,取引態様,取引状況,商号,坪単価,専有面積,建物名,所在地,所在階,沿線駅,物件番号,物件種目,用途地域,管理費,築年月,間取,電話番号
,436.0万円,徒歩　5分,"31,800万円",一般,-,（株）アーバン２１,"1,441.1万円",72.95㎡,ドゥ・トゥール　ＥＡＳＴ,東京都中央区晴海３丁目,37階,大江戸線　勝どき,100136011631,中古マンション,準工,"22,668円",2015年（平成27年） 9月,2ＬＤＫ,080-8855-1189
,96.3万円,徒歩　5分,"6,980万円",専属,公開中,東急リバブル（株）　銀座センター,318.3万円,72.50㎡,パークハイツ築地,東京都中央区築地７丁目,4階,日比谷線　築地,100133958021,中古マンション,商業,"20,980円",1976年（昭和51年） 2月,2ＳＬＤＫ,03-3547-3691
,170.6万円,徒歩　8分,"12,400万円",一般,-,三井不動産リアルティ（株）三井のリハウス月島センター,563.9万円,72.70㎡,スカイライトタワー,東京都中央区佃１丁目,23階,有楽町線　月島,100134016411,中古マンション,一住,"32,150円",1993年（平成 5年） 2月,2ＬＤＫ,03-5548-3731
,439.4万円,徒歩　2分,"31,800万円",専任 オーナーチェンジ,公開中,ナイス（株）　住まいの情報館鶴見,"1,452.4万円",72.38㎡,パークタワー勝どきサウス,東京都中央区勝どき４丁目,53階,大江戸線　勝どき,100136082586,中古マンション,二住,"25,190円",2023年（令和 5年） 8月,2ＬＤＫ,045-507-0560
,227.0万円,徒歩　6分,"16,800万円",一般,-,（株）ＹＡＫ,750.1万円,74.04㎡,グランスイート八丁堀,東京都中央区湊２丁目,11階,有楽町線　新富町,100136304413,中古マンション,商業,"21,220円",2015年（平成27年） 6月,2ＬＤＫ,080-5057-5211
,421.3万円,徒歩　5分,"33,980万円",専任 オーナーチェンジ,公開中,ＳＲＥホールディングス（株）　大手町オフィス,"1,392.7万円",80.66㎡,ドゥ・トゥールＷ棟,東京都中央区晴海３丁目,52階,大江戸線　勝どき,100135693076,中古マンション,準工,"24,928円",2015年（平成27年） 9月,2ＬＤＫ,03-6274-6551
,254.0万円,徒歩　12分,"19,980万円",専任,公開中,合豊（株）,839.6万円,78.67㎡,パークタワー晴海,東京都中央区晴海２丁目,24階,有楽町線　月島,100136196312,中古マンション,準工,"25,570円",2019年（令和 1年） 5月,2ＬＤＫ,03-3520-9233
,355.1万円,徒歩　6分,"25,980万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス神宮外苑前センター,"1,173.8万円",73.17㎡,パークシティ中央湊　ザタワー,東京都中央区湊２丁目,31階,京葉線　八丁堀,100134949574,中古マンション,商業,"25,530円",2017年（平成29年）11月,2ＬＤＫ,03-5771-7131
,342.9万円,徒歩　7分,"24,980万円",一般 オーナーチェンジ,-,三井不動産リアルティ（株）三井のリハウス勝どきザ・タワーセンター,"1,133.6万円",72.85㎡,勝どきザ・タワー,東京都中央区勝どき５丁目,51階,大江戸線　勝どき,100131114050,中古マンション,商業,"17,410円",2016年（平成28年）11月,2ＬＤＫ,03-3533-5731
,253.4万円,徒歩　5分,"17,980万円",専任 オーナーチェンジ,公開中,東急リバブル（株）　勝どきセンター,837.4万円,70.98㎡,ドゥ・トゥール,東京都中央区晴海３丁目,51階,大江戸線　勝どき,100134908704,中古マンション,準工,"22,098円",2015年（平成27年）10月,2ＬＤＫ,03-6866-3861
,342.9万円,徒歩　7分,"24,980万円",一般 オーナーチェンジ,-,（株）大京穴吹不動産　月島店,"1,133.6万円",72.85㎡,勝どき　ザ・タワー,東京都中央区勝どき５丁目,51階,大江戸線　勝どき,100131217423,中古マンション,商業,"17,410円",2016年（平成28年）11月,2ＬＤＫ,03-3536-6437
,631.6万円,徒歩　5分,"44,800万円",売主,-,（株）アンビションＤＸホールディングス,"2,087.7万円",70.94㎡,三田ガーデンヒルズＮＯＲＴＨ　ＨＩＬＬ,東京都港区三田１丁目,13階,南北線　麻布十番,100135551222,新築マンション,二住,"65,480円",2025年（令和 7年） 3月,2ＬＤＫ,070-5556-1848
,715.6万円,徒歩　8分,"108,000万円",売主,-,（株）アンビションＤＸホールディングス,"2,365.4万円",150.94㎡,麻布霞町パークマンション,東京都港区西麻布４丁目,2階,日比谷線　広尾,100135904939,中古マンション,一中,"57,400円",2000年（平成12年） 2月,2ＬＤＫ,080-4204-0391
,845.8万円,徒歩　7分,"119,800万円",売主,-,（株）アンビションＤＸホールディングス,"2,795.9万円",141.65㎡,元麻布ヒルズフォレストタワー,東京都港区元麻布１丁目,20階,大江戸線　麻布十番,100136300957,中古マンション,一中,"84,600円",2002年（平成14年） 5月,2ＬＤＫ,070-1460-6180
,"1,277.9万円",徒歩　1分,"99,800万円",売主,-,（株）アンビションＤＸホールディングス,"4,224.3万円",78.10㎡,麻布台ヒルズレジデンスＢ,東京都港区麻布台１丁目,8階,南北線　六本木一丁目,100136673840,新築マンション,二住,"57,400円",2025年（令和 7年）10月,2ＬＤＫ,08049043789
,412.4万円,徒歩　6分,"37,900万円",専任,公開中,三井不動産リアルティ（株）三井のリアルプラン麻布サロン,"1,363.1万円",91.92㎡,東京ツインパークス　レフトウィング,東京都港区東新橋１丁目,27階,山手線　浜松町,100137027591,中古マンション,商業,"34,000円",2002年（平成14年） 9月,2ＬＤＫ,03-5789-3131
,"1,519.2万円",徒歩　3分,"145,000万円",売主,-,（株）クオリスト,"5,021.9万円",95.45㎡,麻布台ヒルズ　レジデンスＢ,東京都港区麻布台１丁目,20階,南北線　六本木一丁目,100137171802,中古マンション,商業,"70,000円",2025年（令和 7年）10月,2ＬＤＫ,090-3340-0826
,480.6万円,徒歩　3分,"49,800万円",専任,公開中,三井不動産リアルティ（株）三井のリアルプラン白金高輪サロン,"1,588.7万円",103.63㎡,東京ツインパークス　レフトウィング,東京都港区東新橋１丁目,38階,大江戸線　汐留,100137132624,中古マンション,商業,"38,300円",2002年（平成14年） 9月,2ＬＤＫ,03-5424-4131
,310.4万円,徒歩　7分,"30,800万円",売主 オーナーチェンジ,-,（株）ライフベルコーポレーション,"1,025.9万円",99.25㎡,麻布台パークハウス,東京都港区麻布台２丁目,12階,大江戸線　麻布十番,100136761232,中古マンション,二住,"35,380円",2011年（平成23年） 1月,2ＬＤＫ,03-5775-1403
,668.3万円,徒歩　2分,"49,900万円",一般,-,三菱地所ハウスネット（株）　勝どき営業所,"2,209.2万円",74.67㎡,ＷＯＲＬＤ　ＴＯＷＥＲ　ＲＥＳＩＤＥＮＣＥ,東京都港区浜松町２丁目,44階,山手線　浜松町,100133777339,新築マンション,商業,"54,790円",2024年（令和 6年）11月,2ＬＤＫ,03-3520-9370
,981.8万円,徒歩　1分,"69,000万円",専任,公開中,住友不動産ステップ（株）　麻布マンションプラザ１課,"3,245.6万円",70.28㎡,麻布台ヒルズレジデンス,東京都港区麻布台１丁目,8階,南北線　六本木一丁目,100134496746,新築マンション,商業,"51,700円",2025年（令和 7年）10月,2ＳＬＤＫ,050-3112-9827
,337.8万円,徒歩　11分,"26,500万円",一般,-,住友不動産ステップ（株）　麻布マンションプラザ１課,"1,116.4万円",78.47㎡,南青山テラス常盤松フォレスト,東京都港区南青山７丁目,4階,銀座線　表参道,100136110059,中古マンション,一中,"33,000円",2006年（平成18年） 2月,2ＬＤＫ,050-3112-9827
,717.7万円,徒歩　5分,"65,000万円",専任,公開中,東急リバブル（株）　グランタクト六本木,"2,372.5万円",90.57㎡,三田ガーデンヒルズ　サウスヒル,東京都港区三田１丁目,7階,南北線　麻布十番,100137072869,中古マンション,二住,"80,880円",2024年（令和 6年）12月,2ＬＤＫ,03-6843-1090
,617.1万円,徒歩　2分,"98,000万円",専任,公開中,東急リバブル（株）　赤坂センター,"2,040.0万円",158.81㎡,クローバー六本木,東京都港区六本木７丁目,15階,千代田線　乃木坂,100136240432,中古マンション,一中,"38,100円",2006年（平成18年）10月,2ＳＬＤＫ,03-3568-4510
,414.6万円,徒歩　1分,"37,980万円",一般,-,東急リバブル（株）　白金高輪センター,"1,370.4万円",91.62㎡,白金タワー　テラス棟,東京都港区白金１丁目,7階,都営三田線　白金高輪,100134140141,中古マンション,商業,"22,000円",2005年（平成17年） 9月,2ＬＤＫ,03-5449-6461
,529.1万円,徒歩　7分,"44,990万円",一般,-,野村不動産ソリューションズ（株）　レアリア東京,"1,749.0万円",85.04㎡,三田ガーデンヒルズイーストヒル,東京都港区三田１丁目,2階,大江戸線　麻布十番,100136757900,中古マンション,二住,"71,860円",2024年（令和 6年）12月,2ＬＤＫ,03-5114-5973
,225.6万円,徒歩　13分,"15,980万円",専任,公開中,（株）Ｂａｎｃ,745.8万円,70.84㎡,ワールドシティタワーズ　キャピタルタワー,東京都港区港南４丁目,34階,山手線　品川,100137170882,中古マンション,二住,"17,478円",2006年（平成18年）10月,2ＬＤＫ,08043826737
,290.3万円,徒歩　6分,"23,800万円",売主,-,オークラヤ住宅（株）　品川営業所,959.6万円,81.99㎡,シティタワー高輪,東京都港区高輪１丁目,28階,南北線　白金高輪,100136889442,中古マンション,商業,"30,801円",2004年（平成16年） 1月,2ＬＤＫ,03-5877-3060
,453.6万円,徒歩　6分,"33,900万円",売主,-,（株）ラ・アトレレジデンシャル,"1,499.5万円",74.74㎡,ザ・レジデンス三田,東京都港区三田２丁目,18階,大江戸線　赤羽橋,100137129810,中古マンション,一住,"33,630円",2014年（平成26年）11月,2ＬＤＫ,080-7818-7441
,805.0万円,徒歩　7分,"69,900万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス用賀センター,"2,661.0万円",86.84㎡,パークマンション三田綱町　ザ　フォレスト,東京都港区三田２丁目,8階,南北線　麻布十番,100137077375,中古マンション,一中,"52,970円",2015年（平成27年）12月,2ＬＤＫ,03-3707-3141
,290.9万円,徒歩　6分,"24,670万円",専属,申込あり,（株）ｓｉｔｙ,961.5万円,84.82㎡,高輪ザ・レジデンス,東京都港区高輪１丁目,15階,都営浅草線　高輪台,100136885325,中古マンション,一住,"28,200円",2005年（平成17年）11月,2ＳＬＤＫ,03-6826-0769
,550.2万円,徒歩　4分,"42,980万円",売主,-,ファーストリア（株）,"1,818.8万円",78.12㎡,シティタワー麻布十番,東京都港区三田１丁目,12階,大江戸線　麻布十番,100137125807,中古マンション,近商,"21,453円",2009年（平成21年） 6月,2ＬＤＫ,03-5728-5588
,506.1万円,徒歩　2分,"35,800万円",一般,-,信義房屋不動産（株）,"1,673.0万円",70.74㎡,ＷＯＲＬＤ　ＴＯＷＥＲ　ＲＥＳＩＤＥＮＣＥ,東京都港区浜松町２丁目,20階,山手線　浜松町,100136873851,中古マンション,商業,"51,910円",2024年（令和 6年）11月,2ＬＤＫ,0353886899
,209.1万円,徒歩　10分,"18,900万円",専任,公開中,（株）Ｍｙアセット,691.1万円,90.41㎡,コスモポリス品川,東京都港区港南３丁目,27階,常磐線　品川,100134775568,中古マンション,準工,"17,100円",2005年（平成17年） 2月,2ＬＤＫ,09058156769
,772.8万円,徒歩　7分,"72,800万円",専任 オーナーチェンジ,公開中,信義房屋不動産（株）　六本木店,"2,554.6万円",94.21㎡,グランスイート麻布台ヒルトップタワー,東京都港区麻布台３丁目,24階,南北線　六本木一丁目,100136025474,中古マンション,二住,"39,800円",2014年（平成26年） 1月,2ＬＤＫ,03-5843-0108
,277.2万円,徒歩　2分,"20,800万円",専属,公開中,東急リバブル（株）　目黒センター,916.2万円,75.05㎡,ソフィア東六本木,東京都港区六本木３丁目,2階,南北線　六本木一丁目,100135247810,中古マンション,二住,"24,200円",1997年（平成 9年） 6月,2ＬＤＫ,03-3446-8511
,125.0万円,徒歩　10分,"8,888万円",専任,公開中,東急リバブル（株）　赤坂センター,412.9万円,71.16㎡,オリエンタル南麻布,東京都港区南麻布４丁目,6階,日比谷線　広尾,100137139762,中古マンション,商業,"20,300円",1984年（昭和59年）11月,2ＬＤＫ,03-3568-4510
,218.8万円,徒歩　11分,"19,800万円",一般,-,（株）大京穴吹不動産　麻布レジデンスサロン,723.1万円,90.52㎡,ザ・レジデンス白金スイート,東京都港区白金６丁目,10階,南北線　白金台,100134817272,中古マンション,一住,"197,660円",2008年（平成20年） 1月,2ＬＤＫ,03-6324-1287
,136.9万円,徒歩　11分,"11,000万円",専任 オーナーチェンジ,公開中,住友不動産ステップ（株）　麻布マンションプラザ１課,452.6万円,80.36㎡,白金ハイツ,東京都港区白金台５丁目,5階,南北線　白金台,100134906565,中古マンション,一中,"17,500円",1968年（昭和43年） 8月,2ＬＤＫ,050-3112-9827
,381.8万円,徒歩　7分,"26,980万円",専属,公開中,つなぐサポート（株）,"1,261.9万円",70.68㎡,パークコート赤坂ザタワー,東京都港区赤坂４丁目,5階,千代田線　赤坂,100137070576,中古マンション,二住,"22,900円",2009年（平成21年） 6月,2ＬＤＫ,090-3143-0699
,691.1万円,徒歩　7分,"54,800万円",専任,公開中,野村不動産ソリューションズ（株）　虎ノ門センター,"2,284.5万円",79.30㎡,パークマンション三田綱町ザ・フォレスト,東京都港区三田２丁目,2階,南北線　麻布十番,100137039498,中古マンション,一中,"48,370円",2015年（平成27年）12月,2ＬＤＫ,03-6402-5385
,668.3万円,徒歩　2分,"49,900万円",一般,-,三井不動産リアルティ（株）三井のリハウスららテラスＨＡＲＵＭＩＦＬＡＧセンター,"2,209.2万円",74.67㎡,ＷＯＲＬＤ　ＴＯＷＥＲ　ＲＥＳＩＤＥＮＣＥ,東京都港区浜松町２丁目,44階,山手線　浜松町,100133481108,中古マンション,商業,"54,790円",2024年（令和 6年）11月,2ＬＤＫ,03-3536-6731
,528.7万円,徒歩　8分,"60,000万円",専任,公開中,三井不動産リアルティ（株）三井のリアルプラン銀座サロン,"1,747.8万円",113.49㎡,ザ・パークハウス三田ガーデン,東京都港区三田５丁目,19階,南北線　白金高輪,100136930546,中古マンション,準工,"45,510円",2021年（令和 3年）10月,2ＬＤＫ,03-3575-1133
,471.6万円,徒歩　5分,"43,800万円",専任,公開中,三井不動産リアルティ（株）三井のリアルプラン麻布サロン,"1,558.8万円",92.89㎡,パークコート南麻布,東京都港区南麻布１丁目,11階,大江戸線　麻布十番,100137163209,中古マンション,商業,"36,690円",2020年（令和 2年） 3月,2ＬＤＫ,03-5789-3131
,411.7万円,徒歩　6分,"29,800万円",代理,-,Ｕｎｉｖｅｒｓａｌ　Ｐａｃｉｆｉｃ　Ｒｅａｌｔｙ（株）,"1,360.7万円",72.40㎡,ザ・パークハウス西麻布レジデンス,東京都港区西麻布４丁目,13階,日比谷線　広尾,100137161529,中古マンション,近商,"34,540円",2014年（平成26年） 5月,2ＬＤＫ,09087924493
