No,物件番号,物件種目,専有面積,所在地,取引態様,価格,用途地域,㎡単価,建物名,所在階,間取,取引状況,管理費,坪単価,沿線駅,交通,商号,築年月,電話番号
,100136967307,中古マンション,106.96㎡,東京都新宿区西新宿６丁目,一般,"30,000万円",商業,280.5万円,コンシェリア西新宿ＴＯＷＥＲ’Ｓ　ＷＥＳＴ,42階,3ＬＤＫ,-,"42,400円",927.3万円,大江戸線　西新宿五丁目,徒歩　6分,（株）Ｃｅｎｔｒａｌ　Ｅｓｔａｔｅ,2008年（平成20年） 4月,03-6824-6775
,100136722538,中古マンション,70.03㎡,東京都新宿区高田馬場４丁目,代理,"16,960万円",商業,242.2万円,パークシティ高田馬場,7階,3ＬＤＫ,-,"25,770円",800.7万円,山手線　高田馬場,徒歩　7分,三友サービス（株）,2025年（令和 7年） 5月,090-4189-9767
,100136853519,中古マンション,81.42㎡,東京都新宿区百人町３丁目,専属,"9,980万円",一中,122.6万円,西戸山タワーホウムズノースタワー,21階,3ＬＤＫ,公開中,"17,110円",405.3万円,山手線　新大久保,徒歩　9分,東急リバブル（株）　高田馬場センター,1988年（昭和63年） 1月,03-5291-1029
,100136964127,中古マンション,71.05㎡,東京都新宿区若松町,専属,"16,980万円",商業,239.0万円,ジオ新宿若松町,5階,3ＬＤＫ,公開中,"18,120円",790.1万円,大江戸線　若松河田,徒歩　2分,東急リバブル（株）　新宿センター,2018年（平成30年） 4月,03-6876-0109
,100135913268,中古マンション,74.27㎡,東京都新宿区上落合２丁目,一般,"9,880万円",近商,133.1万円,ＴＨＥ　ＰＡＬＭＳ　ＨＩＧＡＳＨＩＮＡＫＡＮＯ　Ⅱ,12階,3ＬＤＫ,-,"17,430円",439.8万円,東西線　落合,徒歩　2分,（株）だるま堂不動産,2002年（平成14年） 4月,03-5929-9133
,100135754016,新築マンション,68.13㎡,東京都新宿区高田馬場４丁目,一般,"14,680万円",商業,215.5万円,パークシティ高田馬場,7階,3ＬＤＫ,-,"25,070円",712.3万円,山手線　高田馬場,徒歩　7分,野村不動産ソリューションズ（株）　高田馬場センター,2025年（令和 7年） 3月,03-5348-5691
,100135670498,中古マンション,68.13㎡,東京都新宿区高田馬場４丁目,一般,"14,680万円",商業,215.5万円,パークシティ高田馬場,7階,3ＬＤＫ,-,"25,070円",712.3万円,山手線　高田馬場,徒歩　7分,三井不動産リアルティ（株）三井のリハウス高田馬場センター,2025年（令和 7年） 5月,03-3204-3131
,100136945206,新築マンション,75.85㎡,東京都新宿区高田馬場４丁目,代理,"19,800万円",商業,261.1万円,パークシティ高田馬場　２階,2階,3ＬＤＫ,-,確認中,863.0万円,山手線　高田馬場,徒歩　7分,（株）宝ホームズ,2025年（令和 7年） 6月,03-6685-6801
,100136752394,中古マンション,68.13㎡,東京都新宿区高田馬場４丁目,一般,"14,680万円",商業,215.5万円,パークシティ高田馬場,7階,3ＬＤＫ,-,"25,070円",712.3万円,山手線　高田馬場,徒歩　7分,信義房屋不動産（株）　六本木店,2025年（令和 7年） 3月,03-5843-0108
,100135892356,中古マンション,83.37㎡,東京都新宿区西新宿５丁目,一般,"22,500万円",商業,269.9万円,ザ・パークハウス西新宿タワー６０,42階,3ＬＤＫ,-,"25,060円",892.2万円,大江戸線　西新宿五丁目,徒歩　7分,信義房屋不動産（株）,2017年（平成29年） 8月,0353886899
,100135148258,中古マンション,60.00㎡,東京都新宿区富久町,一般 オーナーチェンジ,"25,200万円",商業,420.0万円,富久クロスコンフォートタワー,53階,3ＬＤＫ,-,"21,110円","1,388.5万円",丸ノ内線　新宿御苑前,徒歩　7分,（株）ケン・コーポレーション　飯田橋支店,2015年（平成27年） 4月,070-3143-8655
,100136892538,中古マンション,79.24㎡,東京都新宿区西早稲田２丁目,専任,"9,690万円",一住,122.3万円,パシフィック西早稲田,3階,3ＬＤＫ,公開中,"24,000円",404.3万円,東西線　早稲田,徒歩　5分,三井不動産リアルティ（株）三井のリハウス高田馬場センター,1984年（昭和59年）10月,03-3204-3131
,100136930314,中古マンション,73.41㎡,東京都新宿区市谷加賀町１丁目,専任,"13,700万円",一中,186.7万円,ザ・パークハウス市谷加賀町レジデンス,5階,3ＬＤＫ,公開中,"17,700円",617.0万円,大江戸線　牛込柳町,徒歩　6分,Ｇ５パートナー（株）,2021年（令和 3年）11月,09093960982
,100136571251,中古マンション,78.31㎡,東京都新宿区西新宿５丁目,専任,"28,800万円",商業,367.8万円,シティタワー新宿,31階,3ＬＤＫ,公開中,"35,835円","1,215.8万円",丸ノ内線　西新宿,徒歩　8分,（株）プレシャスホームズ,2023年（令和 5年） 2月,08076253273
,100136853478,中古マンション,94.60㎡,東京都新宿区若松町,専任,"22,880万円",商業,241.9万円,ダイナシティ新宿若松町,14階,4ＬＤＫ,公開中,"31,730円",799.6万円,大江戸線　若松河田,徒歩　4分,東急リバブル（株）　新宿センター,2006年（平成18年） 8月,03-6876-0109
,100136924977,中古マンション,108.52㎡,東京都新宿区新宿６丁目,売主,"15,880万円",二住,146.4万円,シルバーマンション新宿,12階,3ＬＤＫ,-,"32,000円",483.8万円,副都心線　東新宿,徒歩　3分,（株）朝日・マンション住替センター,1980年（昭和55年）10月,080-5543-0442
,100135269144,中古マンション,96.00㎡,東京都新宿区若葉１丁目,専任,"14,000万円",一中,145.9万円,秀和四ツ谷パークサイドレジデンス,6階,3ＬＤＫ,公開中,"30,100円",482.1万円,中央線　四ツ谷,徒歩　4分,夢・プラス（有）,1971年（昭和46年） 3月,09041683706
,100133334852,中古マンション,75.32㎡,東京都新宿区西新宿５丁目,専任,"22,300万円",商業,296.1万円,パークタワー西新宿,6階,3ＬＤＫ,公開中,"33,890円",978.8万円,大江戸線　西新宿五丁目,徒歩　6分,三井不動産リアルティ（株）三井のリアルプラン麻布サロン,2024年（令和 6年）11月,03-5789-3131
,100122951698,中古マンション,79.58㎡,東京都新宿区西新宿７丁目,専任,"7,500万円",商業,94.3万円,サンローゼ新宿,,7ＤＫ,公開中,"26,930円",311.6万円,山手線　新宿,徒歩　7分,（株）エスポアールホームズ,1980年（昭和55年）12月,03-6858-2795
,100135833395,中古マンション,72.18㎡,東京都新宿区高田馬場４丁目,代理,"19,800万円",商業,274.4万円,パークシティ高田馬場,7階,3ＬＤＫ,-,"26,560円",906.9万円,山手線　高田馬場,徒歩　7分,ＴＯＲＡ　Ａｓｓｅｔ　Ｉｎｖｅｓｔｍｅｎｔ（株）,2025年（令和 7年） 6月,03-6272-6800
,100136916676,中古マンション,56.08㎡,東京都新宿区大久保２丁目,一般 オーナーチェンジ,"5,180万円",商業,92.4万円,藤和大久保コープ,6階,3ＤＫ,-,"17,290円",305.4万円,副都心線　西早稲田,徒歩　3分,（株）ベストソルブ,1982年（昭和57年）11月,03-5876-9519
,100136765261,中古マンション,157.08㎡,東京都新宿区四谷４丁目,売主,"162,000万円",商業,"1,031.4万円",クラッシィタワー新宿御苑,35階,3ＬＤＫ,-,"95,690円","3,409.4万円",丸ノ内線　新宿御苑前,徒歩　4分,積水ハウス不動産（株）　東京北営業所,2024年（令和 6年）10月,03-3987-3377
,100136126210,中古マンション,54.60㎡,東京都新宿区新小川町,専任 オーナーチェンジ,"4,980万円",準工,91.3万円,飯田橋第一パークファミリア,7階,3ＤＫ,公開中,"12,290円",301.6万円,東西線　飯田橋,徒歩　10分,住友不動産ステップ（株）　本社営業センター２課,1979年（昭和54年）11月,050-3112-9915
,100136428126,中古マンション,75.97㎡,東京都新宿区矢来町,専任,"20,000万円",一中,263.3万円,グランスイート神楽坂ピアースサウスヒルズ,8階,3ＬＤＫ,公開中,"19,300円",870.3万円,東西線　神楽坂,徒歩　4分,（株）ケイプロパティーズ,2016年（平成28年） 1月,09084930032
,100133770984,中古マンション,62.78㎡,東京都新宿区中落合１丁目,売主 オーナーチェンジ,"5,790万円",準工,92.3万円,ライオンズマンション下落合,4階,3ＤＫ,-,"15,700円",304.9万円,西武新宿線　下落合,徒歩　3分,（株）ジャパンプライムムーバ,1983年（昭和58年） 8月,03-6809-5481
,100135889355,中古マンション,53.54㎡,東京都新宿区東榎町,売主 オーナーチェンジ,"6,400万円",商業,119.6万円,ライオンズマンション神楽坂第６,8階,3ＤＫ,-,"18,300円",395.2万円,東西線　神楽坂,徒歩　4分,（株）ジャパンプライムムーバ,1985年（昭和60年） 2月,03-6809-5481
,100135767701,中古マンション,72.32㎡,東京都新宿区山吹町,売主,"16,980万円",商業,234.8万円,プレミスト新宿山吹,,3ＬＤＫ,-,"22,600円",776.2万円,有楽町線　江戸川橋,徒歩　2分,三菱地所レジデンス（株）　リノベーション事業部,2017年（平成29年） 6月,03-6281-8111
,100136482953,中古マンション,62.07㎡,東京都新宿区西早稲田２丁目,専任,"5,980万円",一中,96.4万円,近鉄ハイツ高田馬場,1階,3ＬＤＫ,申込あり,"24,800円",318.5万円,副都心線　西早稲田,徒歩　4分,近鉄不動産（株）　吉祥寺営業所,1978年（昭和53年） 3月,0422220370
,100136880412,中古マンション,63.41㎡,東京都新宿区弁天町,専属,"10,480万円",一中,165.3万円,ライオンズガーデンヒルズ早稲田,3階,3ＬＤＫ,公開中,"10,500円",546.4万円,大江戸線　牛込柳町,徒歩　5分,東急リバブル（株）　飯田橋センター,2001年（平成13年） 1月,03-6867-1091
,100136512690,新築マンション,75.85㎡,東京都新宿区高田馬場４丁目,専任,"19,800万円",一住,261.1万円,パークシティ高田馬場,2階,3ＬＤＫ,公開中,確認中,863.0万円,山手線　高田馬場,徒歩　7分,（株）ライオンハウス,2025年（令和 7年） 5月,07064771236
,100136674714,中古マンション,188.39㎡,東京都新宿区市谷砂土原町２丁目,専属,"90,000万円",二中,477.8万円,クレストコート砂土原,1階,3ＬＤＫ,公開中,"46,200円","1,579.3万円",南北線　市ケ谷,徒歩　4分,（株）大京穴吹不動産　五反田店,1987年（昭和62年）12月,03-5447-6833
,100135647089,新築マンション,73.24㎡,東京都新宿区高田馬場４丁目,代理,"18,970万円",商業,259.1万円,パークシティ高田馬場,4階,3ＬＤＫ,-,"26,950円",856.3万円,山手線　高田馬場,徒歩　7分,あんしん不動産（株）,2025年（令和 7年） 5月,080-4089-5931
,100136399230,中古マンション,75.44㎡,東京都新宿区下落合２丁目,専任,"18,480万円",一低,245.0万円,バウス目白御留山,2階,3ＬＤＫ,公開中,"23,200円",809.8万円,山手線　高田馬場,徒歩　8分,野村不動産ソリューションズ（株）　本店営業部,2020年（令和 2年） 7月,03-3345-0386
,100136862610,中古マンション,87.58㎡,東京都新宿区市谷加賀町２丁目,売主,"19,980万円",一中,228.2万円,ヴィークコート市谷加賀町,,3ＬＤＫ,-,"22,500円",754.2万円,大江戸線　牛込柳町,徒歩　5分,三菱地所レジデンス（株）　リノベーション事業部,2012年（平成24年） 8月,03-6281-8111
,100136500724,中古マンション,70.00㎡,東京都新宿区若葉１丁目,一般,"26,500万円",一中,378.6万円,ピアース四谷Ｈｉｌｌｓ,4階,3ＬＤＫ,-,"37,900円","1,251.5万円",中央線　四ツ谷,徒歩　7分,三井不動産リアルティ（株）三井のリアルプラン番町サロン,2025年（令和 7年） 4月,03-3222-5631
,100136731391,中古マンション,78.78㎡,東京都新宿区高田馬場４丁目,代理,"20,980万円",商業,266.4万円,パークシティ高田馬場　テあり,8階,3ＬＤＫ,-,"28,990円",880.4万円,山手線　高田馬場,,（株）ＧＲＥＷ,2025年（令和 7年） 6月,03-6806-0327
,100136859683,中古マンション,90.22㎡,東京都新宿区大京町,売主,"26,000万円",商業,288.2万円,マジェスティハウス新宿御苑パークナード,7階,3ＬＤＫ,-,"25,100円",952.7万円,大江戸線　国立競技場,徒歩　8分,（株）エステート・ワン,2014年（平成26年） 1月,03-5826-4777
,100135641465,新築マンション,70.00㎡,東京都新宿区若葉１丁目,一般,"26,500万円",一中,378.6万円,ピアース四谷Ｈｉｌｌｓ,4階,3ＬＤＫ,-,"37,900円","1,251.5万円",中央線　四ツ谷,徒歩　7分,野村不動産ソリューションズ（株）　レアリア東京,2025年（令和 7年） 4月,03-5114-5974
,100136254655,中古マンション,58.99㎡,東京都新宿区戸山２丁目,一般,"3,980万円",一住,67.5万円,戸山ハイツ,,3ＬＤＫ,-,"9,800円",223.1万円,副都心線　西早稲田,徒歩　6分,（株）大三元,1973年（昭和48年） 1月,03-5917-0727
,100136851134,中古マンション,73.41㎡,東京都新宿区市谷加賀町１丁目,専任,"12,800万円",一中,174.4万円,ザ・パークハウス市谷加賀町レジデンス,8階,3ＬＤＫ,公開中,確認中,576.5万円,大江戸線　牛込柳町,徒歩　6分,（株）Ｏｎｅ　Ｃｒｅａｔｉｏｎ,2021年（令和 3年） 8月,09028864672
,100136514681,中古マンション,62.66㎡,東京都新宿区西五軒町,専任,"13,980万円",準工,223.2万円,ＤＯＭ神楽坂,6階,3ＬＤＫ,公開中,"19,360円",737.6万円,東西線　神楽坂,徒歩　8分,野村不動産ソリューションズ（株）　飯田橋センター,1996年（平成 8年） 3月,03-5226-0281
,100136721514,中古マンション,68.51㎡,東京都新宿区市谷左内町,専任,"6,480万円",準住,94.6万円,シャトー市ヶ谷,2階,3ＬＤＫ,公開中,"25,725円",312.7万円,総武中央線　市ケ谷,徒歩　8分,（株）ウィル　中野営業所,1969年（昭和44年） 1月,03-5343-1030
,100136694354,中古マンション,120.50㎡,東京都新宿区南山伏町,一般,"21,500万円",商業,178.5万円,ウィンコート神楽坂,8階,3ＳＬＤＫ,-,"33,700円",589.9万円,大江戸線　牛込柳町,徒歩　6分,（株）リノベスト,1989年（平成 1年） 2月,03-6272-9775
,100136294849,中古マンション,53.21㎡,東京都新宿区中落合３丁目,一般,"5,280万円",近商,99.3万円,キャッスルマンション目白西,2階,3ＤＫ,-,"14,390円",328.1万円,西武池袋線　椎名町,徒歩　9分,（株）興和不動産,1994年（平成 6年）12月,09061382631
,100135785569,中古マンション,80.70㎡,東京都新宿区西新宿５丁目,一般,"29,500万円",商業,365.6万円,パークタワー西新宿（定借てあり）,31階,3ＬＤＫ,-,"36,310円","1,208.5万円",大江戸線　西新宿五丁目,徒歩　6分,フクザワ（株）,2024年（令和 6年）11月,03-6910-1816
